Matchup,Open,Closing Range Start,Closing Range End,Movement,Date
Kelvin Gastelum,145.0,-138.0,-130.0,-0.407,2023-04-08
Kelvin Gastelum,,,,,2023-09-16
Kelvin Gastelum,-110.0,-110.0,105.0,0.036,2023-12-03
Kelvin Gastelum,-218.0,-220.0,-196.0,-0.049,2024-06-22
Kelvin Gastelum,400.0,210.0,250.0,-0.524,2025-03-30
Kelvin Gastelum,295.0,285.0,340.0,0.039,2025-06-08
Kelvin Gastelum,-225.0,-240.0,-220.0,0.032,2025-09-13
Ken Stone,325.0,365.0,365.0,0.086,2011-06-04
Ken Stone,-120.0,-165.0,-165.0,-0.142,2011-09-17
Ken Stone,185.0,140.0,140.0,-0.188,2012-06-22
Ken Stone,-120.0,145.0,155.0,0.267,2012-08-11
Kenan Song,200.0,250.0,275.0,-0.032,2017-11-25
Kenan Song,-165.0,-305.0,-290.0,0.357,2018-06-23
Kenan Song,-185.0,-145.0,-125.0,-0.14,2018-11-24
Kenan Song,310.0,500.0,650.0,-0.132,2023-03-04
Kenan Song,142.0,114.0,140.0,0.03,2023-12-10
Kenan Song,-230.0,-275.0,-200.0,0.01,2024-08-17
Kenan Song,125.0,175.0,205.0,-0.139,2024-11-23
Kendall Grove,-320.0,-255.0,-255.0,-0.079,2007-08-25
Kendall Grove,-335.0,-300.0,-300.0,-0.071,2008-01-19
Kendall Grove,-120.0,140.0,140.0,-0.128,2008-06-21
Kendall Grove,-260.0,-190.0,-190.0,-0.057,2009-03-07
Kendall Grove,145.0,140.0,140.0,0.076,2009-08-08
Kendall Grove,-215.0,166.0,166.0,-0.722,2009-11-21
Kendall Grove,115.0,160.0,160.0,-0.064,2010-04-10
Kendall Grove,120.0,130.0,130.0,0.0279999999999999,2010-07-03
Kendall Grove,330.0,265.0,265.0,-0.178,2010-12-04
Kendall Grove,-155.0,-125.0,-125.0,-0.093,2011-05-28
Kennedy Nzechukwu,-215.0,-195.0,-175.0,0.049,2019-03-30
Kennedy Nzechukwu,-110.0,-103.0,110.0,0.017,2019-08-03
Kennedy Nzechukwu,144.0,185.0,200.0,0.1639999999999999,2021-03-06
Kennedy Nzechukwu,-115.0,-140.0,150.0,-0.053,2021-06-26
Kennedy Nzechukwu,-125.0,-152.0,-125.0,-0.037,2022-03-05
Kennedy Nzechukwu,-125.0,-174.0,100.0,-0.0969999999999999,2022-07-09
Kennedy Nzechukwu,-110.0,-200.0,-172.0,-0.249,2022-11-19
Kennedy Nzechukwu,115.0,-188.0,-170.0,-0.3929999999999999,2023-05-06
Kennedy Nzechukwu,,,,,2023-07-15
Kennedy Nzechukwu,-125.0,-174.0,-159.0,-0.121,2023-08-06
Kennedy Nzechukwu,-350.0,-720.0,-625.0,0.423,2024-03-17
Kennedy Nzechukwu,-752.0,-800.0,-715.0,-0.003,2024-10-26
Kennedy Nzechukwu,-500.0,-650.0,-549.0,-0.032,2024-12-08
Kennedy Nzechukwu,-250.0,-325.0,-275.0,-0.054,2025-04-06
Kennedy Nzechukwu,-220.0,-245.0,-225.0,0.0139999999999999,2025-07-12
Kennedy Nzechukwu.,188.0,-105.0,106.0,0.203,2021-11-13
Kenny Florian,-350.0,-220.0,-220.0,0.1159999999999999,2007-07-07
Kenny Florian,-175.0,-160.0,-160.0,0.033,2007-09-19
Kenny Florian,-175.0,-220.0,-220.0,0.089,2008-04-02
Kenny Florian,-135.0,-153.0,-153.0,0.156,2008-08-09
Kenny Florian,-170.0,-220.0,-220.0,-0.092,2008-11-15
Kenny Florian,120.0,220.0,220.0,-0.176,2009-08-08
Kenny Florian,-180.0,-176.0,-176.0,0.008,2009-12-12
Kenny Florian,-215.0,-360.0,-360.0,0.325,2010-03-31
Kenny Florian,-130.0,-140.0,-140.0,-0.032,2010-08-28
Kenny Florian,-230.0,-220.0,-220.0,0.1,2011-06-11
Kenny Florian,190.0,320.0,320.0,0.31,2011-10-08
Kenny Robertson,260.0,200.0,200.0,0.092,2011-02-05
Kenny Robertson,220.0,290.0,300.0,0.19,2012-07-11
Kenny Robertson,125.0,130.0,135.0,0.042,2013-02-23
Kenny Robertson,110.0,-145.0,-140.0,0.253,2013-06-15
Kenny Robertson,-120.0,123.0,125.0,-0.066,2014-03-23
Kenny Robertson,-115.0,105.0,115.0,0.0,2014-07-05
Kenny Robertson,-125.0,155.0,165.0,0.308,2015-01-24
Kenny Robertson,115.0,-135.0,-130.0,-0.2269999999999999,2015-07-25
Kenny Robertson,-130.0,-125.0,-120.0,0.024,2016-09-17
Keremuaili Maimaitituoheti,-300.0,-175.0,-145.0,-0.491,2022-06-09
Ketlen Souza,-110.0,146.0,185.0,-0.297,2023-06-03
Ketlen Souza,-325.0,-400.0,-330.0,0.053,2024-04-27
Ketlen Souza,275.0,360.0,400.0,-0.049,2024-09-15
Ketlen Souza,124.0,-112.0,100.0,0.111,2025-02-15
Ketlen Souza,154.0,195.0,210.0,-0.077,2025-08-02
Ketlen Vieira,-110.0,-110.0,-105.0,0.009,2016-10-01
Ketlen Vieira,130.0,145.0,155.0,0.08,2017-04-15
Ketlen Vieira,185.0,165.0,170.0,0.09,2017-09-09
Ketlen Vieira,-180.0,-210.0,-200.0,-0.046,2018-03-03
Ketlen Vieira,-245.0,-250.0,-240.0,0.023,2019-12-14
Ketlen Vieira,-280.0,-227.0,-210.0,-0.206,2020-09-26
Ketlen Vieira,-275.0,-300.0,-275.0,-0.015,2021-02-20
Ketlen Vieira,-160.0,-125.0,102.0,0.142,2021-11-20
Ketlen Vieira,180.0,180.0,200.0,-0.038,2022-05-21
Ketlen Vieira,,,,,2022-12-17
Ketlen Vieira,-145.0,-155.0,-122.0,-0.037,2023-01-14
Ketlen Vieira,-200.0,-165.0,-146.0,0.084,2023-07-22
Ketlen Vieira,-250.0,-175.0,-175.0,-0.184,2024-01-13
Ketlen Vieira,400.0,600.0,700.0,0.358,2024-10-06
Ketlen Vieira,-124.0,115.0,130.0,0.186,2025-06-01
Kevin Aguilar,-165.0,100.0,113.0,0.22,2018-11-30
Kevin Aguilar,-165.0,105.0,113.0,-0.28,2019-03-30
Kevin Aguilar,-175.0,-145.0,-140.0,-0.059,2019-06-22
Kevin Aguilar,120.0,-125.0,-120.0,0.175,2020-02-22
Kevin Aguilar,-140.0,-175.0,-155.0,0.17,2020-06-13
Kevin Aguilar,-110.0,100.0,120.0,-0.083,2021-05-15
Kevin Borjas,175.0,180.0,205.0,0.065,2023-11-11
Kevin Borjas,110.0,105.0,120.0,-0.016,2024-05-04
Kevin Borjas,110.0,138.0,170.0,0.173,2025-03-29
Kevin Borjas,130.0,138.0,145.0,0.046,2025-08-23
Kevin Burns,315.0,350.0,350.0,0.078,2008-06-07
Kevin Burns,270.0,220.0,220.0,-0.156,2008-07-19
Kevin Burns,190.0,265.0,265.0,0.205,2008-12-13
Kevin Burns,200.0,235.0,235.0,0.005,2009-06-20
Kevin Burns,110.0,-115.0,-115.0,0.083,2009-12-12
Kevin Casey,220.0,400.0,405.0,-0.1119999999999999,2013-04-13
Kevin Casey,100.0,168.0,170.0,0.257,2014-07-05
Kevin Casey,-125.0,120.0,120.0,0.182,2015-07-15
Kevin Casey,240.0,255.0,260.0,0.05,2015-12-10
Kevin Casey,130.0,155.0,155.0,0.098,2016-01-30
Kevin Casey,-120.0,120.0,125.0,-0.079,2016-06-04
Kevin Casey,150.0,230.0,245.0,-0.123,2016-08-27
Kevin Christian,285.0,200.0,225.0,-0.218,2025-11-01
Kevin Croom,285.0,400.0,450.0,0.267,2020-09-12
Kevin Croom,250.0,127.0,150.0,-0.4579999999999999,2021-02-27
Kevin Croom,275.0,255.0,385.0,0.034,2022-01-15
Kevin Croom,120.0,140.0,155.0,0.1159999999999999,2022-04-16
Kevin Holland,215.0,275.0,280.0,-0.052,2018-08-04
Kevin Holland,-270.0,-600.0,-556.0,0.455,2018-11-24
Kevin Holland,-265.0,-225.0,-210.0,-0.011,2019-03-30
Kevin Holland,-195.0,-230.0,-214.0,0.111,2019-06-22
Kevin Holland,-230.0,-172.0,-155.0,0.113,2019-10-18
Kevin Holland,-150.0,-111.0,-102.0,-0.22,2020-05-16
Kevin Holland,-195.0,-227.0,-205.0,0.093,2020-05-30
Kevin Holland,-275.0,-500.0,-460.0,0.292,2020-08-08
Kevin Holland,-265.0,-325.0,-270.0,0.0579999999999999,2020-09-19
Kevin Holland,-800.0,-950.0,-750.0,0.037,2020-10-31
Kevin Holland,-175.0,-135.0,-111.0,0.133,2020-12-12
Kevin Holland,100.0,-227.0,-188.0,0.326,2021-03-20
Kevin Holland,188.0,245.0,270.0,-0.094,2021-04-10
Kevin Holland,-110.0,-180.0,-160.0,-0.21,2021-10-02
Kevin Holland,-200.0,-650.0,-385.0,0.382,2022-03-05
Kevin Holland,-310.0,-400.0,-333.0,0.053,2022-06-18
Kevin Holland,-225.0,-200.0,-200.0,-0.057,2022-09-10
Kevin Holland,-110.0,-200.0,-166.0,0.248,2022-12-03
Kevin Holland,-200.0,-260.0,-250.0,-0.075,2023-04-08
Kevin Holland,-186.0,-157.0,-135.0,-0.094,2023-07-30
Kevin Holland,-162.0,-115.0,110.0,-0.272,2023-09-17
Kevin Holland,-138.0,-142.0,-125.0,0.038,2024-03-10
Kevin Holland,-200.0,-330.0,-275.0,-0.132,2024-06-02
Kevin Holland,-163.0,-163.0,-141.0,0.0289999999999999,2024-10-06
Kevin Holland,-148.0,-105.0,130.0,-0.318,2025-01-19
Kevin Holland,120.0,108.0,114.0,0.076,2025-03-22
Kevin Holland,-200.0,-163.0,-163.0,-0.136,2025-06-07
Kevin Holland,-200.0,-225.0,-180.0,0.0069999999999999,2025-06-08
Kevin Holland,110.0,110.0,118.0,0.0139999999999999,2025-10-18
Kevin Jousset,-135.0,-205.0,-160.0,-0.132,2023-09-09
Kevin Jousset,-170.0,-165.0,-140.0,0.03,2023-12-10
Kevin Jousset,-210.0,-250.0,-250.0,-0.054,2024-05-11
Kevin Jousset,110.0,140.0,165.0,0.16,2024-09-28
Kevin Jousset,-180.0,-230.0,-185.0,-0.054,2025-02-09
Kevin Lee,160.0,135.0,140.0,-0.092,2014-02-01
Kevin Lee,-215.0,-220.0,-215.0,-0.004,2014-07-06
Kevin Lee,-190.0,-250.0,-240.0,-0.084,2014-09-27
Kevin Lee,-230.0,-160.0,-155.0,0.121,2015-02-14
Kevin Lee,-175.0,-315.0,-275.0,0.347,2015-07-15
Kevin Lee,-405.0,-650.0,-510.0,-0.064,2015-12-12
Kevin Lee,-400.0,-380.0,-360.0,0.069,2016-04-23
Kevin Lee,145.0,140.0,140.0,0.052,2016-07-08
Kevin Lee,-150.0,-145.0,-144.0,0.0139999999999999,2016-11-19
Kevin Lee,-110.0,-170.0,-170.0,0.287,2017-03-11
Kevin Lee,-120.0,-155.0,-145.0,-0.1,2017-06-25
Kevin Lee,145.0,235.0,245.0,0.2789999999999999,2017-10-07
Kevin Lee,-105.0,-165.0,-161.0,0.284,2018-04-21
Kevin Lee,-275.0,-400.0,-335.0,-0.07,2018-12-15
Kevin Lee,-135.0,-155.0,-143.0,-0.042,2019-05-18
Kevin Lee,-110.0,137.0,150.0,-0.109,2019-11-02
Kevin Lee,100.0,-152.0,-130.0,0.21,2020-03-14
Kevin Lee,-130.0,-162.0,-135.0,0.0579999999999999,2021-08-28
Kevin Lee,175.0,170.0,180.0,0.046,2023-07-01
Kevin Natividad,175.0,105.0,125.0,0.143,2020-10-31
Kevin Natividad,130.0,165.0,210.0,-0.154,2021-04-24
Kevin Natividad,160.0,130.0,171.0,0.01,2022-11-19
Kevin Souza,-505.0,-330.0,-325.0,-0.136,2014-05-31
Kevin Souza,-185.0,-255.0,-255.0,0.222,2015-03-21
Kevin Souza,190.0,150.0,160.0,0.119,2015-11-07
Kevin Vallejos,-325.0,-590.0,-470.0,-0.1009999999999999,2025-03-15
Kevin Vallejos,-435.0,-455.0,-375.0,-0.01,2025-08-02
Khabib Nurmagomedov,105.0,-110.0,-110.0,0.13,2012-01-20
Khabib Nurmagomedov,135.0,143.0,145.0,0.035,2012-07-07
Khabib Nurmagomedov,-150.0,-200.0,-190.0,0.236,2013-01-19
Khabib Nurmagomedov,-350.0,-305.0,-300.0,0.022,2013-05-25
Khabib Nurmagomedov,-260.0,-275.0,-265.0,0.152,2013-09-21
Khabib Nurmagomedov,-175.0,-310.0,-305.0,0.361,2014-04-19
Khabib Nurmagomedov,-705.0,-1000.0,-900.0,-0.033,2016-04-16
Khabib Nurmagomedov,-350.0,-345.0,-325.0,-0.013,2016-11-12
Khabib Nurmagomedov,-260.0,-410.0,-360.0,0.322,2017-12-30
Khabib Nurmagomedov,-1050.0,-640.0,-640.0,-0.14,2018-04-07
Khabib Nurmagomedov,-245.0,-194.0,-189.0,-0.038,2018-10-06
Khabib Nurmagomedov,-240.0,-455.0,-400.0,0.291,2019-09-07
Khabib Nurmagomedov,-350.0,-303.0,-270.0,-0.156,2020-10-24
Khadis Ibragimov,-365.0,-290.0,-250.0,0.07,2019-08-31
Khadis Ibragimov,-175.0,-235.0,-200.0,-0.069,2019-11-09
Khadis Ibragimov,155.0,130.0,140.0,-0.085,2020-07-18
Khadis Ibragimov,-240.0,-210.0,-189.0,0.0559999999999999,2020-09-26
Khalid Murtazaliev,-160.0,-165.0,-160.0,-0.0069999999999999,2018-09-15
Khalid Taha,165.0,180.0,220.0,0.1169999999999999,2018-07-22
Khalid Taha,110.0,120.0,155.0,-0.0279999999999999,2019-04-13
Khalid Taha,-265.0,-227.0,-210.0,0.054,2019-10-05
Khalid Taha,250.0,300.0,350.0,0.19,2020-11-07
Khalid Taha,-150.0,-157.0,-134.0,0.016,2021-07-17
Khalid Taha,-105.0,100.0,100.0,-0.02,2022-02-19
Khalid Taha,-150.0,-125.0,-110.0,-0.15,2022-09-03
Khalil Rountree,145.0,130.0,140.0,0.064,2016-07-08
Khalil Rountree,-135.0,-108.0,-105.0,0.1,2016-11-26
Khalil Rountree,-190.0,-185.0,-175.0,0.019,2017-02-04
Khalil Rountree,-140.0,-147.0,-145.0,-0.017,2017-07-16
Khalil Rountree,-260.0,-360.0,-350.0,-0.08,2017-12-30
Khalil Rountree,140.0,140.0,152.0,0.023,2018-07-07
Khalil Rountree,-285.0,-175.0,-155.0,-0.255,2018-11-17
Khalil Rountree,125.0,155.0,162.0,-0.043,2019-04-13
Khalil Rountree,-140.0,-120.0,-115.0,-0.015,2019-09-28
Khalil Rountree,-300.0,-420.0,-357.0,-0.063,2021-01-23
Khalil Rountree,-175.0,-235.0,-235.0,-0.102,2023-06-10
Khalil Rountree,-250.0,-230.0,-190.0,0.059,2023-12-10
Khalil Rountree,-125.0,-134.0,-125.0,-0.017,2025-06-21
Khalil Rountree Jr,-175.0,115.0,139.0,-0.5,2022-03-12
Khalil Rountree Jr.,-150.0,125.0,140.0,-0.415,2021-09-04
Khalil Rountree Jr.,160.0,138.0,162.0,0.008,2022-10-29
Khalil Rountree Jr.,-225.0,-200.0,-170.0,-0.104,2023-08-12
Khalil Rountree Jr.,145.0,165.0,165.0,-0.048,2023-12-02
Khalil Rountree Jr.,400.0,330.0,360.0,0.024,2024-10-06
Khalil Rountree Jr.,105.0,-110.0,-102.0,0.026,2025-04-27
Khalil Rountree Jr.,165.0,150.0,165.0,0.033,2025-10-05
Khama Worthy,450.0,600.0,775.0,-0.036,2019-08-17
Khama Worthy,205.0,200.0,215.0,-0.008,2020-06-27
Khama Worthy,105.0,125.0,129.0,0.093,2020-09-12
Khama Worthy,-190.0,-139.0,-125.0,-0.268,2021-03-27
Khama Worthy,-115.0,130.0,155.0,0.237,2021-10-23
Khamzat Chimaev,-245.0,-600.0,-500.0,0.4589999999999999,2020-07-15
Khamzat Chimaev,-600.0,-1250.0,-1050.0,0.3329999999999999,2020-07-25
Khamzat Chimaev,-500.0,-625.0,-485.0,0.036,2020-09-19
Khamzat Chimaev,-260.0,-599.0,-420.0,0.349,2021-10-30
Khamzat Chimaev,-110.0,-625.0,-500.0,0.611,2022-04-09
Khamzat Chimaev,-1000.0,-580.0,-549.0,-0.526,2022-09-10
Khamzat Chimaev,-351.0,-351.0,-351.0,,2023-10-21
Khamzat Chimaev,170.0,-265.0,-110.0,0.466,2024-06-22
Khamzat Chimaev,-195.0,-250.0,-225.0,0.124,2024-10-26
Khamzat Chimaev,-225.0,-275.0,-180.0,-0.036,2025-08-17
Khamzat Chimaev,-225.0,-225.0,-225.0,,2026-01-01
Khaos Williams,135.0,142.0,170.0,0.067,2020-11-14
Khaos Williams,150.0,-131.0,-125.0,-0.3989999999999999,2020-12-19
Khaos Williams,-150.0,-174.0,-150.0,-0.033,2021-06-19
Khaos Williams,155.0,110.0,140.0,-0.128,2021-11-13
Khaos Williams,105.0,-135.0,-104.0,0.07,2022-05-07
Khaos Williams,-265.0,-450.0,-385.0,-0.11,2023-05-06
Khaos Williams,105.0,-140.0,-122.0,-0.159,2024-05-19
Khaos Williams,164.0,175.0,205.0,-0.054,2025-02-15
Khaos Williams,-188.0,-198.0,-188.0,-0.0069999999999999,2025-06-08
Khusein Askhabov,,,,,2022-06-04
Khusein Askhabov,-235.0,-190.0,-160.0,0.1,2023-02-18
Kiefer Crosbie,110.0,130.0,170.0,-0.132,2023-09-09
Kiefer Crosbie,200.0,325.0,385.0,-0.131,2024-07-27
Kiefer Crosbie,240.0,350.0,400.0,0.302,2025-08-23
Kiichi Kunimoto,140.0,130.0,145.0,-0.008,2014-01-04
Kiichi Kunimoto,225.0,385.0,400.0,0.341,2014-06-14
Kiichi Kunimoto,-210.0,-235.0,-235.0,-0.036,2014-09-20
Kiichi Kunimoto,225.0,645.0,650.0,0.5660000000000001,2015-02-14
Kiichi Kunimoto,180.0,300.0,310.0,0.309,2017-06-10
Kimbo Slice,210.0,190.0,190.0,0.045,2009-12-05
Kimbo Slice,-150.0,-103.0,-103.0,-0.1369999999999999,2010-05-08
King Green,430.0,390.0,400.0,-0.064,2025-03-09
Kiru Sahota,120.0,-107.0,106.0,-0.095,2024-11-23
Klaudia Sygula,195.0,250.0,275.0,-0.102,2024-11-09
Klaudia Sygula,140.0,200.0,225.0,-0.1169999999999999,2025-06-21
Kleydson Rodrigues,-300.0,-275.0,-275.0,-0.065,2022-01-15
Kleydson Rodrigues,-220.0,-480.0,-270.0,0.2689999999999999,2022-05-07
Kleydson Rodrigues,-200.0,-175.0,-175.0,0.045,2022-10-29
Kleydson Rodrigues,-183.0,-400.0,-335.0,-0.208,2023-02-12
Kleydson Rodrigues,175.0,290.0,300.0,0.311,2023-09-02
Kleydson Rodrigues,-180.0,-170.0,-150.0,0.043,2024-05-18
Klidson Abreu,-150.0,-175.0,-165.0,0.153,2019-07-20
Klidson Abreu,190.0,109.0,125.0,0.205,2019-11-09
Klidson Abreu,135.0,110.0,135.0,0.062,2020-05-30
Klidson Farias de Abreu,175.0,175.0,185.0,0.036,2019-02-23
Kody Steele,-238.0,-350.0,-333.0,-0.0969999999999999,2025-02-09
Konstantin Erokhin,-260.0,-430.0,-415.0,-0.12,2015-01-24
Konstantin Erokhin,-110.0,-145.0,-140.0,0.207,2015-12-11
Kris McCray,165.0,180.0,180.0,-0.023,2010-06-19
Kris McCray,-115.0,-115.0,-115.0,0.0,2010-11-13
Kris McCray,240.0,320.0,320.0,-0.061,2011-03-26
Kris Moutinho,375.0,550.0,840.0,0.335,2021-07-10
Kris Moutinho,105.0,-184.0,-150.0,-0.262,2022-03-12
Kris Moutinho,800.0,850.0,1000.0,0.131,2025-06-15
Kron Gracie,-285.0,-303.0,-288.0,0.113,2019-02-17
Kron Gracie,-265.0,-189.0,-175.0,-0.113,2019-10-12
Kron Gracie,160.0,135.0,148.0,0.0279999999999999,2023-05-06
Kron Gracie,380.0,500.0,650.0,-0.08,2024-12-08
Krzysztof Jotko,150.0,195.0,215.0,0.18,2013-12-06
Krzysztof Jotko,-140.0,-105.0,100.0,-0.061,2014-05-31
Krzysztof Jotko,-140.0,-147.0,-140.0,0.127,2014-10-04
Krzysztof Jotko,-110.0,125.0,129.0,-0.053,2015-10-24
Krzysztof Jotko,-135.0,-155.0,-155.0,0.1689999999999999,2016-02-27
Krzysztof Jotko,125.0,150.0,150.0,-0.018,2016-06-18
Krzysztof Jotko,120.0,115.0,115.0,-0.023,2016-11-19
Krzysztof Jotko,-150.0,-180.0,-170.0,0.17,2017-05-13
Krzysztof Jotko,-230.0,-205.0,-200.0,0.011,2017-09-16
Krzysztof Jotko,165.0,-130.0,-127.0,0.27,2018-04-14
Krzysztof Jotko,-130.0,-235.0,-189.0,-0.213,2019-04-20
Krzysztof Jotko,-230.0,-190.0,-165.0,0.083,2019-07-27
Krzysztof Jotko,-110.0,-125.0,-115.0,0.045,2020-05-16
Krzysztof Jotko,170.0,200.0,225.0,0.123,2021-05-01
Krzysztof Jotko,-160.0,-145.0,-116.0,-0.148,2021-10-02
Krzysztof Jotko,105.0,-225.0,-170.0,0.308,2022-04-30
Krzysztof Jotko,105.0,-125.0,-120.0,-0.131,2022-10-01
Krzysztof Soszynski,-380.0,-420.0,-420.0,0.103,2008-12-13
Krzysztof Soszynski,-195.0,-155.0,-155.0,-0.106,2009-04-18
Krzysztof Soszynski,135.0,140.0,140.0,-0.012,2009-05-23
Krzysztof Soszynski,110.0,190.0,190.0,0.276,2009-08-29
Krzysztof Soszynski,-155.0,-210.0,-210.0,0.182,2010-02-21
Krzysztof Soszynski,-240.0,-190.0,-190.0,-0.018,2010-07-03
Krzysztof Soszynski,120.0,-108.0,-108.0,0.158,2010-11-13
Krzysztof Soszynski,-400.0,-325.0,-325.0,0.044,2011-06-11
Krzysztof Soszynski,-215.0,-255.0,-255.0,0.209,2011-12-10
Kuniyoshi Hironaka,125.0,190.0,190.0,0.2239999999999999,2007-09-19
Kuniyoshi Hironaka,-240.0,-240.0,-240.0,0.0,2008-04-19
Kurt Holobaugh,-140.0,100.0,105.0,0.156,2013-04-27
Kurt Holobaugh,-215.0,-165.0,-154.0,0.098,2018-07-14
Kurt Holobaugh,220.0,250.0,350.0,0.216,2018-11-03
Kurt Holobaugh,125.0,100.0,115.0,0.064,2019-05-11
Kurt Holobaugh,150.0,135.0,150.0,0.0,2023-08-20
Kurt Holobaugh,-115.0,104.0,125.0,-0.118,2024-03-24
Kurt Holobaugh,120.0,110.0,125.0,0.0,2024-07-21
Kurt Holobaugh,145.0,154.0,175.0,0.061,2025-03-16
Kurt Holobaugh,132.0,190.0,210.0,0.2289999999999999,2025-05-31
Kurt Pellegrino,135.0,260.0,260.0,-0.1969999999999999,2007-08-25
Kurt Pellegrino,-435.0,-360.0,-360.0,-0.063,2008-01-23
Kurt Pellegrino,140.0,135.0,135.0,0.035,2008-04-02
Kurt Pellegrino,235.0,230.0,230.0,0.027,2008-09-06
Kurt Pellegrino,-190.0,-230.0,-230.0,0.11,2009-02-07
Kurt Pellegrino,175.0,185.0,185.0,0.037,2009-08-08
Kurt Pellegrino,-165.0,-210.0,-210.0,0.19,2010-03-27
Kurt Pellegrino,135.0,148.0,148.0,0.038,2010-07-03
Kurt Pellegrino,-155.0,125.0,125.0,-0.272,2011-03-19
Kurt Warburton,175.0,175.0,175.0,0.0,2010-10-16
Kwan Ho Kwak,170.0,170.0,180.0,0.018,2016-11-19
Kwan Ho Kwak,-165.0,-120.0,-120.0,0.124,2017-06-17
Kyle Bochniak,205.0,210.0,215.0,0.032,2016-01-17
Kyle Bochniak,-185.0,-150.0,-135.0,-0.099,2016-08-27
Kyle Bochniak,175.0,245.0,259.0,-0.0559999999999999,2017-07-22
Kyle Bochniak,145.0,120.0,120.0,-0.114,2018-01-20
Kyle Bochniak,350.0,500.0,575.0,-0.049,2018-04-07
Kyle Bochniak,140.0,162.0,170.0,-0.025,2018-12-08
Kyle Bochniak,-170.0,-115.0,-110.0,-0.2,2019-10-18
Kyle Bradley,450.0,415.0,415.0,0.02,2008-02-02
Kyle Bradley,450.0,475.0,475.0,0.005,2008-09-17
Kyle Bradley,280.0,340.0,340.0,0.136,2009-05-23
Kyle Bradley,270.0,320.0,320.0,0.119,2010-01-11
Kyle Daukaus,210.0,250.0,290.0,-0.08,2020-06-27
Kyle Daukaus,-150.0,-333.0,-260.0,0.309,2020-11-21
Kyle Daukaus,-200.0,-152.0,-142.0,-0.211,2021-05-08
Kyle Daukaus,-110.0,140.0,155.0,-0.21,2021-10-02
Kyle Daukaus,-165.0,-165.0,-165.0,,2022-02-19
Kyle Daukaus,-175.0,-303.0,-245.0,-0.141,2022-06-18
Kyle Daukaus,-225.0,-260.0,-225.0,0.003,2022-12-03
Kyle Daukaus,220.0,200.0,215.0,0.034,2025-08-23
Kyle Daukaus,-260.0,-345.0,-275.0,-0.047,2025-11-15
Kyle Kingsbury,-125.0,-120.0,-120.0,0.018,2008-12-13
Kyle Kingsbury,-130.0,-135.0,-135.0,-0.016,2009-10-24
Kyle Kingsbury,140.0,160.0,160.0,0.077,2010-09-15
Kyle Kingsbury,-145.0,115.0,115.0,0.214,2011-02-05
Kyle Kingsbury,-195.0,-190.0,-190.0,0.019,2011-06-04
Kyle Kingsbury,-195.0,-148.0,-148.0,0.0969999999999999,2011-11-19
Kyle Kingsbury,170.0,200.0,215.0,0.123,2012-05-26
Kyle Kingsbury,100.0,215.0,225.0,0.375,2012-09-29
Kyle Kingsbury,150.0,190.0,205.0,0.161,2014-07-26
Kyle Nelson,305.0,400.0,425.0,-0.044,2018-12-08
Kyle Nelson,-105.0,156.0,175.0,-0.151,2019-05-04
Kyle Nelson,-120.0,-115.0,-111.0,0.052,2019-09-21
Kyle Nelson,250.0,230.0,250.0,-0.0289999999999999,2020-09-12
Kyle Nelson,210.0,210.0,248.0,-0.034,2022-07-23
Kyle Nelson,,,,,2023-01-14
Kyle Nelson,210.0,150.0,170.0,-0.1969999999999999,2023-02-04
Kyle Nelson,180.0,170.0,230.0,-0.075,2023-06-10
Kyle Nelson,185.0,200.0,220.0,-0.013,2023-09-17
Kyle Nelson,150.0,155.0,250.0,-0.145,2024-03-31
Kyle Nelson,110.0,163.0,188.0,-0.134,2024-09-08
Kyle Nelson,-170.0,-132.0,-105.0,0.1369999999999999,2025-10-18
Kyle Noke,-185.0,-175.0,-175.0,0.0,2010-06-19
Kyle Noke,-225.0,-220.0,-220.0,0.018,2010-11-13
Kyle Noke,-170.0,-185.0,-185.0,0.074,2011-02-26
Kyle Noke,-165.0,-132.0,-132.0,-0.059,2011-08-14
Kyle Noke,-260.0,-255.0,-255.0,0.045,2012-03-02
Kyle Noke,170.0,195.0,200.0,0.003,2012-09-22
Kyle Noke,-110.0,-210.0,-200.0,0.375,2014-04-16
Kyle Noke,-110.0,-110.0,-110.0,0.073,2015-05-09
Kyle Noke,125.0,195.0,205.0,-0.131,2015-11-14
Kyle Noke,-270.0,-375.0,-370.0,0.293,2016-01-02
Kyle Noke,-260.0,-155.0,-155.0,-0.191,2016-07-13
Kyle Noke,-120.0,-110.0,-110.0,0.04,2016-11-26
Kyle Prepolec,-135.0,335.0,375.0,0.616,2019-05-04
Kyle Prepolec,170.0,110.0,129.0,-0.2269999999999999,2019-09-14
Kyle Prepolec,650.0,600.0,900.0,0.181,2025-05-11
Kyle Prepolec,250.0,240.0,300.0,0.03,2025-10-18
Kyle Stewart,-215.0,-165.0,-160.0,-0.113,2019-01-19
Kyle Stewart,-155.0,-125.0,120.0,-0.186,2019-07-27
Kyle Watson,-170.0,-170.0,-170.0,0.04,2010-12-04
Kyle Watson,145.0,160.0,160.0,0.0579999999999999,2011-04-30
Kyler Phillips,145.0,103.0,110.0,0.115,2020-02-29
Kyler Phillips,-275.0,-455.0,-370.0,-0.093,2020-10-03
Kyler Phillips,165.0,130.0,190.0,0.0069999999999999,2021-03-06
Kyler Phillips,-150.0,-335.0,-278.0,0.3289999999999999,2021-07-24
